name,lat,lon,O+,A+,B+,AB+,O-,A-,B-,AB-,expiry_dates
Catholic Hospital Blood Bank,26.815339,93.320185,3,1,1,2,2,3,1,1,"['2025-11-06', '2025-11-17']"
Kanaklata Civil Hospital Blood Bank,26.628524,92.796499,5,2,2,6,3,3,1,1,"['2025-11-02', '2025-11-12']"
155 Base Hospital Blood Bank,26.655397,92.787317,1,2,4,3,4,2,5,5,"['2025-11-07', '2025-11-19']"
Tezpur Medical College Hospital Blood Bank ,26.680968,92.653349,4,1,6,4,3,3,3,6,"['2025-10-29', '2025-11-11']"
Indian Oil Corp Ltd (AOD) Hospital blood bank,27.39287,95.62943,2,4,5,5,3,1,4,5,"['2025-11-07', '2025-11-11']"
Central Hospital  Coal India Limited,27.289292,95.674768,5,1,6,3,4,6,3,6,"['2025-10-27', '2025-11-23']"
Tinsukia Civil Hospital Blood Bank,27.498632,95.358861,6,4,5,4,6,4,1,6,"['2025-11-07', '2025-11-20']"
Tinsukia Blood Bank,27.490438,95.363017,6,4,2,4,6,3,1,1,"['2025-10-31', '2025-11-14']"
Sadar Hospital Aurangabad Blood Bank,0.0,0.0,1,2,3,6,3,4,2,4,"['2025-10-28', '2025-11-10']"
Meera Nursing Home Blood Bank and Research Centre,0.0,0.0,1,1,4,1,6,6,1,3,"['2025-10-27', '2025-11-14']"
Rastra Kavi Dinkar Blood Bank,25.4138,86.13596,3,4,2,3,5,5,4,5,"['2025-11-07', '2025-11-22']"
Deshratna Rajendra Prasad Memorial Rotary Blood Bank,0.0,0.0,4,1,2,4,4,6,1,6,"['2025-10-28', '2025-11-14']"
Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,25.264217,87.002126,5,4,6,2,2,1,1,2,"['2025-11-07', '2025-11-22']"
Sadar Hospital Ara (Bhojpur) Blood bank,25.559755,84.667554,5,4,2,2,4,1,1,2,"['2025-10-27', '2025-11-13']"
Sadar Hospital Ara Blood Bank,25.558506,84.670631,4,4,3,2,4,3,5,4,"['2025-11-03', '2025-11-18']"
Maa Vindhyawasini Blood Bank ,25.539954,87.56747,3,5,3,5,2,4,4,6,"['2025-11-07', '2025-11-16']"
Indian Red Cross Blood Bank (IRCS) Blood Bank,25.559303,84.661958,1,1,6,5,3,6,1,3,"['2025-11-08', '2025-11-17']"
Sadar Hospital Buxar Blood Bank,25.56471,83.977748,6,3,5,4,2,3,3,6,"['2025-11-02', '2025-11-23']"
Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,26.133426,85.898943,1,1,4,4,2,2,1,5,"['2025-11-08', '2025-11-23']"
"Indian Red Cross Society Blood Bank, Motihari",26.647477,84.910299,4,3,3,5,2,6,6,3,"['2025-10-25', '2025-11-11']"
Duncan Hospital Blood Bank,0.0,0.0,2,4,4,3,3,6,3,2,"['2025-10-31', '2025-11-19']"
Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,24.771176,84.960302,3,3,1,4,2,4,4,4,"['2025-11-08', '2025-11-10']"
Bhagwan Mahabir Blood Bank,0.0,0.0,1,2,6,6,4,6,1,1,"['2025-10-29', '2025-11-10']"
" Sadar Hospital, Gopalganj Blood Bank",26.460762,84.441119,1,5,3,1,6,4,6,5,"['2025-10-30', '2025-11-16']"
Sadar Hospital Jamui Blood Bank,25.20523,85.514552,1,2,6,5,6,5,4,3,"['2025-11-06', '2025-11-22']"
"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank ",40.267194,86.134902,5,6,1,1,5,3,3,4,"['2025-11-04', '2025-11-15']"
Sadar Hospital Kaimur (Bhabua) Blood Bank ,25.039579,83.607736,4,1,3,1,4,4,5,4,"['2025-10-25', '2025-11-21']"
Katihar Medical College Blood Bank,0.0,0.0,3,6,2,5,4,5,1,2,"['2025-11-06', '2025-11-15']"
"Sadar Hospital, Katihar Blood bank",25.539923,87.567583,6,2,5,1,2,3,3,2,"['2025-10-27', '2025-11-23']"
Sadar Hospital Khagaria Blood Bank ,25.50788,86.474581,3,6,1,6,1,5,2,1,"['2025-11-01', '2025-11-14']"
Mata Gujri Memorial Medical College & Lions Kenra Hospital Blood Bank ,0.0,0.0,5,3,1,2,4,1,6,1,"['2025-10-25', '2025-11-15']"
Mata Gujri Memorial (MGM) Blood Bank,0.0,0.0,5,2,2,1,2,5,5,3,"['2025-10-28', '2025-11-21']"
Sadar Hospital Kishanganj Blood Bank ,26.101776,87.948834,3,2,6,2,2,5,1,6,"['2025-10-25', '2025-11-09']"
Sadar Hospital Lakhisarai Blood Bank ,0.0,0.0,6,3,6,5,5,1,3,5,"['2025-10-27', '2025-11-21']"
Sadar Hospital Madhepura Blood Bank ,25.922909,86.792226,5,2,4,6,6,2,5,3,"['2025-11-08', '2025-11-19']"
Sadar Hospital Madhubani Blood Bank,0.0,0.0,3,1,3,3,6,3,5,1,"['2025-11-02', '2025-11-21']"
Sadar Hospital Muzaffarpur Blood Bank,0.0,0.0,1,6,3,5,6,1,1,6,"['2025-10-26', '2025-11-22']"
Sinha Blood Bank Muzaffarpur,0.0,0.0,4,5,5,4,1,4,6,6,"['2025-10-28', '2025-11-13']"
Sri Krishna Medical College Hospital (SKMCH) Blood Bank ,26.167644,85.392082,6,1,1,3,5,6,2,2,"['2025-10-28', '2025-11-11']"
Krishna Devi Devi Prasad Kejriwal Maternity Hospital Blood bank,0.0,0.0,2,3,5,1,1,1,3,2,"['2025-11-06', '2025-11-10']"
Sadar Hospital Muzaffarpur Blood Bank,26.122253,85.382562,2,4,2,4,4,1,3,1,"['2025-11-03', '2025-11-17']"
Nalanda Blood Bank (A Unit of Janata Karah Kalyan Samaj),0.0,0.0,4,3,5,3,6,6,2,6,"['2025-10-28', '2025-11-11']"
"Red Cross Blood Bank, Sadar Hospital, Bihar Sharif",25.20523,85.514552,3,3,4,2,6,5,1,4,"['2025-10-30', '2025-11-10']"
Sadar Hospital Nawada Blood Bank ,0.0,0.0,5,2,5,6,6,2,5,3,"['2025-10-30', '2025-11-09']"
 Hitech Emergency Hospital Blood Bank ,0.0,0.0,5,4,1,2,5,3,2,6,"['2025-11-08', '2025-11-19']"
Bharat Blood Bank,0.0,0.0,3,6,1,3,6,1,5,3,"['2025-11-01', '2025-11-21']"
Kurji Holy Family Hospital Blood Bank,0.0,0.0,5,5,6,5,2,4,3,5,"['2025-11-06', '2025-11-19']"
National Blood Bank & Resarch Center,0.0,0.0,1,3,2,3,3,5,3,4,"['2025-11-06', '2025-11-17']"
Nalanda Medical College and Hospital Blood Bank,25.594095,85.137565,4,1,2,5,2,6,5,6,"['2025-11-02', '2025-11-11']"
Military Hospital Blood Bank,0.0,0.0,3,3,6,1,5,1,5,3,"['2025-11-05', '2025-11-22']"
Lions Mahavir Cancer Sansthan Blood Bank,0.0,0.0,4,6,1,5,4,1,3,4,"['2025-11-05', '2025-11-17']"
Tripolia Social Service Hospital and Blood Bank,0.0,0.0,5,4,6,1,6,1,4,5,"['2025-11-06', '2025-11-17']"
Shashi Blood Bank,0.0,0.0,5,5,4,1,6,6,5,6,"['2025-11-04', '2025-11-11']"
Patliputra Blood Bank,0.0,0.0,6,3,2,3,4,1,1,3,"['2025-11-06', '2025-11-15']"
Bihar State Patna Medical College and Hospital (PMCH) Blood Bank,25.619794,85.158851,5,6,6,4,3,2,2,2,"['2025-10-27', '2025-11-21']"
Indian Red Cross Society (IRCS) Patna Blood Bank,25.619909,85.145263,4,3,3,5,2,6,1,1,"['2025-10-26', '2025-11-22']"
Jaiprabha Hospital Model Blood Bank (MBB),25.60017,85.152281,1,3,3,3,6,4,4,3,"['2025-10-28', '2025-11-18']"
Palm View Hospital Blood Bank,0.0,0.0,6,2,3,5,2,3,1,5,"['2025-11-06', '2025-11-20']"
Lions Jeewan Blood Bank ,0.0,0.0,5,1,2,5,3,5,6,6,"['2025-11-05', '2025-11-09']"
Paras HMRI Hospital Blood Bank,0.0,0.0,5,6,3,4,5,6,4,6,"['2025-10-30', '2025-11-19']"
Indira Gandhi Institute of Medical Sciences (IGIMS) Blood Bank ,25.611687,85.089567,1,6,4,5,1,1,4,3,"['2025-11-04', '2025-11-14']"
Life Line Blood Bank,0.0,0.0,2,5,1,6,2,6,5,2,"['2025-10-25', '2025-11-18']"
 Vaatsalya Blood Bank,0.0,0.0,6,4,1,3,4,5,1,4,"['2025-11-08', '2025-11-12']"
Paras Hmri Hospital Blood Bank,0.0,0.0,2,4,4,1,6,3,6,2,"['2025-10-29', '2025-11-10']"
Ruban Memorial Hospital Blood Bank,0.0,0.0,2,2,1,4,4,1,4,5,"['2025-11-04', '2025-11-20']"
Jeevan Rekha Blood Bank,0.0,0.0,3,5,1,1,5,4,1,4,"['2025-11-05', '2025-11-11']"
Indian Red Cross Society (IRCS) Blood Bank,25.785486,87.488251,6,4,5,4,1,5,3,1,"['2025-11-01', '2025-11-14']"
Sadar Hospital Purnia  Blood Bank ,25.778234,87.472456,3,6,2,6,5,3,4,5,"['2025-11-06', '2025-11-14']"
Bose Clinic Blood Bank,0.0,0.0,5,5,2,1,6,2,2,4,"['2025-11-08', '2025-11-15']"
Sadar Hospital Sasaram Blood Bank,24.952782,84.013897,1,1,5,2,6,1,4,3,"['2025-11-05', '2025-11-16']"
Narayana Medical College and Hospital Blood Bank,0.0,0.0,6,6,1,1,1,1,1,6,"['2025-10-25', '2025-11-10']"
Micro Blood Bank Sasaram,0.0,0.0,4,6,3,1,3,5,5,3,"['2025-11-07', '2025-11-17']"
Sadar Hospital Saharsa Blood Bank ,25.88715,86.590953,2,1,5,4,5,5,1,1,"['2025-10-26', '2025-11-11']"
Indian Red Cross Society (IRCS) Samastipur Blood Bank ,0.0,0.0,5,3,2,5,3,1,2,2,"['2025-10-30', '2025-11-13']"
Sadar Hospital Samastipur Blood Bank ,25.857206,85.778507,2,3,6,1,4,2,3,5,"['2025-11-05', '2025-11-20']"
Sadar Hospital Chhapra Blood Bank ,25.781723,84.73066,5,2,5,5,2,4,1,5,"['2025-11-04', '2025-11-19']"
Sadar Hospital Sheikhpura Blood Bank,25.133195,85.841424,3,1,4,2,6,5,4,3,"['2025-11-04', '2025-11-09']"
Sadar Hospital Sitamarhi Blood Bank,26.596243,85.494747,5,4,2,5,2,2,4,5,"['2025-11-05', '2025-11-10']"
 Sadar Hospital Siwan Blood Bank,26.226162,84.361845,4,6,6,6,3,3,4,5,"['2025-11-01', '2025-11-19']"
P.N.H Mahatma Budh Educational and Research Centre Blood Bank ,0.0,0.0,5,6,4,6,6,4,2,6,"['2025-11-08', '2025-11-14']"
Sadar Hospital Hajipur Blood Bank ,25.690268,85.208265,6,2,3,2,4,6,1,3,"['2025-11-03', '2025-11-19']"
Maharani Janki Kunwar (MJK) Hospital Blood Bank,26.796929,84.500903,4,3,5,6,3,6,4,4,"['2025-10-27', '2025-11-17']"
"Department of  Transfusion Medicine, PGIMER Blood Bank",30.765913,76.775488,5,1,1,5,3,2,5,3,"['2025-11-05', '2025-11-09']"
Rotary and Blood Bank Society Resource Centre,30.74211,76.755138,1,6,2,6,3,1,6,6,"['2025-11-02', '2025-11-09']"
Government Medical College and Hospital Blood Bank ,30.709289,76.780536,2,4,3,5,3,1,1,5,"['2025-10-25', '2025-11-14']"
Government Multispeciality Hospital Blood Bank,30.751021,76.780967,4,4,6,6,4,5,3,1,"['2025-11-01', '2025-11-13']"
District Hospital Blood Bank Baloda Bazar,0.0,0.0,2,1,5,2,3,4,3,4,"['2025-10-25', '2025-11-12']"
Maharani Hospital Blood Bank ,19.085071,82.023963,3,3,4,5,3,5,3,5,"['2025-11-06', '2025-11-18']"
District Hospital Blood Bank Bemetara,0.0,0.0,1,2,5,4,6,2,1,4,"['2025-11-05', '2025-11-18']"
District Hospital Blood Bank Bijapur,0.0,0.0,2,6,4,1,1,6,4,1,"['2025-10-29', '2025-11-14']"
Chhattisgarh Insititute of Medical Sciences (CIMS) Blood Bank ,22.087621,82.152265,1,6,3,3,5,2,4,2,"['2025-10-31', '2025-11-19']"
Bilaspur District Hospital Blood Bank ,22.074225,82.158399,3,2,3,5,2,1,5,5,"['2025-10-28', '2025-11-09']"
Meghani Blood Bank Bilaspur,0.0,0.0,3,2,3,5,4,5,1,5,"['2025-10-30', '2025-11-16']"
Apollo Hospital Blood Bank ,22.087007,82.177637,5,6,6,2,1,1,4,1,"['2025-11-05', '2025-11-11']"
"Shri Rawatpura Sarkar Lok Kalyan Trust, Bilasa Blood Bank ",22.086695,82.152539,3,1,3,5,3,3,5,3,"['2025-10-29', '2025-11-17']"
Ekta Blood Bank,22.078658,82.145069,2,4,6,4,2,3,6,1,"['2025-11-04', '2025-11-11']"
NMDC Apollo Hospital Blood Bank,18.703695,81.248612,2,2,1,3,2,3,5,2,"['2025-10-29', '2025-11-13']"
District Hospital Blood Bank Dantewada,18.89362167,81.3504983,5,1,1,1,3,2,3,6,"['2025-11-02', '2025-11-10']"
NMDC Project Hospital Blood Bank,18.634249,81.252895,3,6,5,3,4,6,4,6,"['2025-11-01', '2025-11-23']"
Dhamtari District Hospital Blood Bank ,20.707653,81.53949,4,6,3,6,1,2,4,1,"['2025-10-30', '2025-11-15']"
Dhamtari Christian Hospital,20.718748,81.55154,5,3,5,2,2,1,5,2,"['2025-10-26', '2025-11-22']"
B.S.R. Cancer Hospital,21.216312,81.322622,1,4,1,5,1,5,4,3,"['2025-10-28', '2025-11-15']"
Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,21.251525,81.337451,2,3,1,2,6,6,4,5,"['2025-10-31', '2025-11-13']"
M/s Shri Shankaracharya Blood Bank,0.0,0.0,6,3,2,4,2,1,4,6,"['2025-11-02', '2025-11-13']"
Durg District Hospital  Blood Bank,21.187096,81.279227,3,2,6,3,6,1,5,5,"['2025-10-27', '2025-11-16']"
J.L.N Hospital & Research Center  Blood Bank,21.189732,81.316117,3,6,3,4,4,2,6,4,"['2025-10-31', '2025-11-13']"
Chandulal Chandrakar Memorial Hopsital Blood Bank,21.200246,81.322665,6,5,1,4,6,6,6,5,"['2025-11-07', '2025-11-13']"
"Gayatri Blood Bank, Durg",0.0,0.0,3,1,6,4,6,4,1,1,"['2025-11-03', '2025-11-14']"
Janjgir District Hospital Blood Bank ,0.0,0.0,1,1,2,3,2,5,3,2,"['2025-11-06', '2025-11-17']"
Jashpur District Hospital Blood Bank ,0.0,0.0,2,2,6,4,6,6,1,1,"['2025-11-02', '2025-11-22']"
Kawardha District Hospital Blood Bank  ,22.036,81.221,2,4,1,6,6,2,3,4,"['2025-11-07', '2025-11-16']"
Kanker District Hospital Blood Bank  ,20.264724,81.495155,1,6,2,1,3,4,6,3,"['2025-11-02', '2025-11-16']"
"Indira Gandhi District Hospital Blood bank, Kobra",22.364,82.744,5,3,5,6,4,2,4,6,"['2025-10-31', '2025-11-14']"
Nehru Centenary Hospital Blood Bank,0.0,0.0,2,1,1,1,3,4,1,5,"['2025-11-04', '2025-11-09']"
"Bilash Blood Bank,KORBA",22.358763,82.7203479,6,6,1,6,3,3,1,6,"['2025-11-04', '2025-11-19']"
Lions Blood Bank,0.0,0.0,4,2,2,3,5,4,4,6,"['2025-11-02', '2025-11-22']"
"Distrcit Hospital Baikunthpur Blood bank, Korea",23.26,82.562,5,3,3,1,5,3,3,5,"['2025-11-03', '2025-11-23']"
Christian Hospital Blood Bank,22.070986,81.687633,1,6,4,4,5,6,3,3,"['2025-10-27', '2025-11-12']"
Ramakrishna Mission Ashram Blood Bank,19.716626,81.229284,5,5,3,4,2,2,2,1,"['2025-11-03', '2025-11-11']"
District Hospital Blood Bank Mahasamund,21.1193227,82.0743057,3,4,6,4,6,6,4,4,"['2025-10-29', '2025-11-21']"
District Hospital Blood Bank Raigarh ,0.0,0.0,4,6,3,4,2,2,2,3,"['2025-10-27', '2025-11-12']"
O.P. Jindal Hospital & Research Centre Blood Bank ,21.927279,83.359147,2,1,4,1,2,1,1,5,"['2025-11-07', '2025-11-18']"
Sewa Blood Bank,21.890931,83.3966244,6,4,1,5,5,1,5,6,"['2025-11-01', '2025-11-18']"
"Dr B R Ambedkar Memorial Hospital, Model Blood Bank",21.25076,81.639,3,4,4,5,3,4,4,1,"['2025-10-29', '2025-11-18']"
Indian Red Cross Society Blood Bank,21.15,81.38,2,2,3,2,3,5,5,6,"['2025-11-01', '2025-11-12']"
Thawait Blood Bank,0.0,0.0,4,6,6,4,1,6,5,1,"['2025-11-05', '2025-11-15']"
City Blood Bank,21.240907,81.620688,4,1,1,4,5,6,2,5,"['2025-10-27', '2025-11-12']"
Sai Sahara Blood Bank,21.251385,81.629642,4,2,1,2,5,1,1,3,"['2025-11-07', '2025-11-17']"
Narayana Hrudayalaya MMI Blood Bank,21.21327,81.65767,1,6,2,2,2,1,3,1,"['2025-11-08', '2025-11-12']"
United Blood Bank,0.0,0.0,2,4,4,2,6,3,1,5,"['2025-11-05', '2025-11-09']"
SSD Blood Bank,21.235832,81.652249,2,1,6,5,2,6,2,1,"['2025-11-03', '2025-11-09']"
Chhattisgarh Blood Bank,21.246825,81.61188,1,6,6,2,4,3,1,3,"['2025-11-05', '2025-11-10']"
Bilasa Blood Bank,21.25435,81.66339,1,2,6,6,4,4,4,3,"['2025-11-04', '2025-11-10']"
Srishti Blood Bank,21.247,81.656,3,4,4,2,2,1,1,4,"['2025-11-05', '2025-11-17']"
Shree Narayana Hospital Blood Bank,21.263533,81.649825,2,1,3,1,6,2,3,3,"['2025-10-31', '2025-11-16']"
Rajdhani Blood Bank,21.244963,81.630129,5,1,5,1,4,2,5,4,"['2025-10-29', '2025-11-09']"
Evangelical Mission Hospital Blood Bank,21.553982,81.79053,5,1,1,4,3,6,4,6,"['2025-11-05', '2025-11-17']"
Raipur Institute of Medical Science,21.263176,81.637035,3,5,3,5,5,2,5,5,"['2025-11-05', '2025-11-17']"
Aashirwad Blood Bank,21.258245,81.66018,5,5,1,1,3,4,1,2,"['2025-10-29', '2025-11-12']"
AIIMS Blood Bank,0.0,0.0,4,3,4,6,4,4,6,4,"['2025-10-27', '2025-11-20']"
Medical college& Hospital Blood Bank Rajnandgaon,21.086463,81.030281,5,5,4,6,5,3,2,3,"['2025-11-07', '2025-11-19']"
bilasa blood bank rajnandgaon,0.0,0.0,6,5,1,3,2,5,6,2,"['2025-10-28', '2025-11-16']"
District Hospital Blood Bank Sukma,0.0,0.0,6,2,3,5,4,3,2,1,"['2025-11-01', '2025-11-18']"
District Hospital Blood Bank,0.0,0.0,1,5,6,2,3,5,3,3,"['2025-11-03', '2025-11-18']"
Surguja District Hospital Blood Bank ,23.1099901,83.1945,3,4,5,4,1,6,6,4,"['2025-11-08', '2025-11-11']"
Holy Cross Hospital Blood Bank,23.134176,83.193534,5,6,3,1,2,3,5,4,"['2025-11-03', '2025-11-23']"
Tej Blood Bank,23.117556,83.191169,4,5,2,5,4,4,5,2,"['2025-11-06', '2025-11-18']"
Indian Red Cross Society (IRCS) Blood Bank,20.276266,73.008306,1,1,6,5,3,1,1,6,"['2025-10-28', '2025-11-11']"
Daman Raktadan Kendra,20.433246,72.831276,2,1,5,6,4,6,5,1,"['2025-10-26', '2025-11-20']"
Diu District Blood Bank,20.712855,70.988929,1,1,3,1,2,2,4,3,"['2025-11-01', '2025-11-21']"
Indian Red Cross Society (IRCS) Blood Bank,28.618675,77.21089,3,3,6,2,6,6,5,6,"['2025-11-02', '2025-11-23']"
Dr. Ram Manohar Lohia Hospital Blood Bank,28.3734,77.125,5,5,5,2,5,3,1,3,"['2025-10-28', '2025-11-09']"
Sucheta Kriplani Hospital Blood Bank,28.63566,77.213327,4,3,3,4,1,5,6,2,"['2025-10-31', '2025-11-16']"
Govind Ballabh (G.B.) Pant Hospital Blood Bank,28.639542,77.235159,5,6,4,4,2,1,1,3,"['2025-11-05', '2025-11-14']"
"Regional Blood Tranfusion Center Blood bank, Central Zone",28.638986,77.23836,2,2,4,4,5,5,2,1,"['2025-10-31', '2025-11-18']"
Kasturba Hospital Blood Bank,28.648838,77.238017,3,6,5,5,6,3,6,4,"['2025-10-26', '2025-11-09']"
Sir Ganga Ram Hospital Blood Bank,28.638675,77.189489,1,2,2,6,1,1,5,1,"['2025-11-02', '2025-11-12']"
Lal Bahadur Shastri Hospital Blood Bank,28.617839,77.311452,4,2,6,3,1,6,4,3,"['2025-10-26', '2025-11-23']"
Max Super Specialty Hospital Blood Bank,28.633501,77.308836,2,4,3,5,3,2,2,1,"['2025-11-08', '2025-11-17']"
Dr. Hedgewar Arogaya Sansthan Blood bank,28.655875,77.293489,6,2,2,3,4,4,5,1,"['2025-10-30', '2025-11-20']"
Lions Blood Bank East Delhi,28.641094,77.309423,6,5,5,3,4,2,2,3,"['2025-11-02', '2025-11-14']"
Dharamshila Cancer Foundation and Research Centre Blood Bank,28.602512,77.314182,1,5,5,3,6,3,1,3,"['2025-11-03', '2025-11-13']"
Northern Railway Central Hospital Blood Bank,28.636518,77.217459,4,1,1,4,3,3,5,1,"['2025-11-06', '2025-11-23']"
Pushpawati Singhania Research Institute Blood bank,28.533218,77.225185,3,3,2,4,5,1,4,6,"['2025-11-07', '2025-11-23']"
"Cardio Neuro Centre Blood Bank, AIIMS ",28.566539,77.20984,1,2,4,2,3,1,5,4,"['2025-10-28', '2025-11-23']"
Hindu Rao Hospital Blood Bank,28.67538,77.212312,5,2,5,4,4,6,3,4,"['2025-10-26', '2025-11-15']"
St. Stephen&#39;s Hospital Blood Bank,28.665135,77.214542,4,5,1,4,1,6,4,3,"['2025-10-25', '2025-11-22']"
Sant Pramanand Hospital Blood Bank,28.677715,77.224099,4,3,2,5,6,2,4,5,"['2025-11-06', '2025-11-12']"
Swami Dayanand Hospital Blood Bank,28.678471,77.304087,5,2,3,3,6,6,5,3,"['2025-10-25', '2025-11-15']"
Mission Jan Jagriti Blood Bank,28.606008,77.295437,5,1,5,5,3,2,6,2,"['2025-11-06', '2025-11-20']"
Central Poly Clinic Blood Bank,28.645742,77.292552,3,3,5,6,4,3,6,1,"['2025-10-28', '2025-11-12']"
Sushruta Trauma Centre Blood Bank,28.680339,77.227674,3,3,4,2,6,3,3,4,"['2025-11-01', '2025-11-18']"
Sanjay Gandhi Memorial Hospital Blood Bank,28.692792,77.081656,6,3,4,3,1,5,2,1,"['2025-11-07', '2025-11-11']"
Sunder Lal Jain Charitable Hospital Blood Bank,28.691886,77.181583,2,6,6,2,1,5,2,1,"['2025-11-04', '2025-11-14']"
Max Super Specialty Hospital Blood Bank,28.727954,77.152927,6,5,3,2,4,3,1,5,"['2025-11-03', '2025-11-19']"
Lions Blood Bank,28.704148,77.162213,2,2,5,2,6,6,5,6,"['2025-11-08', '2025-11-17']"
Mission Jan Jagriti Blood Bank,28.501683,77.246745,5,1,6,5,6,5,3,5,"['2025-10-31', '2025-11-19']"
Saroj Super Speciality Hospital  Blood Bank,28.70612,77.129045,6,4,5,5,3,2,2,4,"['2025-10-31', '2025-11-10']"
Rajiv Gandhi Cancer Institute and Research Center Blood Bank,28.716471,77.11093,3,5,5,4,4,1,1,3,"['2025-11-05', '2025-11-17']"
Dr. Baba Sahab Ambedkar Hospital Blood Bank,28.715052,77.113639,5,2,3,3,5,1,6,5,"['2025-11-04', '2025-11-10']"
Delhi Heart and Lung Institute Blood Bank,28.641636,77.205219,3,1,6,5,2,3,1,6,"['2025-11-08', '2025-11-22']"
Park Hospital Blood Bank,28.651772,77.093105,4,6,3,3,4,1,1,1,"['2025-11-04', '2025-11-20']"
Fortis Hospital Blood Bank,28.709162,77.170214,1,6,3,6,5,5,6,4,"['2025-11-08', '2025-11-19']"
Pitampura Blood Bank,28.700002,77.125443,3,4,3,6,2,6,4,3,"['2025-10-28', '2025-11-17']"
Brahm Shakti Hospital and Research Centre Blood Bank,28.712343,77.081205,2,5,5,6,1,1,2,1,"['2025-11-01', '2025-11-14']"
Guru Tegh Bahadur Hospital Blood Bank,28.683856,77.309903,6,3,1,2,5,3,6,3,"['2025-11-06', '2025-11-19']"
Holy Family Hospital Blood Bank,28.563012,77.275829,3,5,6,1,4,5,4,2,"['2025-10-29', '2025-11-15']"
Batra Hospital and Medical Research Centre Blood Bank,28.513468,77.245773,1,1,3,3,2,6,3,1,"['2025-10-26', '2025-11-18']"
All India Institute of Medical Sciences (AIIMS) Blood Bank,28.567152,77.20902,6,1,4,3,6,6,1,3,"['2025-11-05', '2025-11-16']"
Safdarjung Hospital Blood Bank,28.568016,77.205765,6,1,1,3,3,6,2,1,"['2025-10-29', '2025-11-23']"
Shri Moolchand Khariti-Ram Hospital and Ayurvedic Research Institute ,28.566225,77.235575,3,4,1,4,6,2,3,2,"['2025-11-01', '2025-11-18']"
National Heart Institute Blood Bank,28.5574087,77.2457177,2,4,4,3,1,5,4,2,"['2025-11-02', '2025-11-22']"
Max Super Specialty Hospital Blood Bank,28.527512,77.213547,2,2,1,3,4,6,4,6,"['2025-10-29', '2025-11-09']"
Saket City Hospital Blood Bank,28.527686,77.214348,6,1,6,4,1,3,2,5,"['2025-11-08', '2025-11-22']"
Rockland Hospital Qutab Blood Bank,28.53736,77.181113,4,3,4,5,3,1,3,6,"['2025-10-26', '2025-11-18']"
Primus Ortho and Spine Hospital Blood Bank,28.5929,77.181273,4,4,3,4,2,5,4,4,"['2025-10-27', '2025-11-21']"
White Cross Blood Bank,28.560675,77.253601,3,2,2,6,5,6,6,3,"['2025-10-30', '2025-11-14']"
Rotary Blood Bank,28.513434,77.24269,5,2,5,4,2,6,3,1,"['2025-10-29', '2025-11-12']"
Jai Prakash Narayan Apex Trauma Centre Blood Bank,28.568128,77.200338,5,1,4,4,5,6,3,3,"['2025-11-07', '2025-11-10']"
Fortis Escort Heart Institute Blood Bank,28.560455,77.273777,1,4,2,3,3,2,2,1,"['2025-10-28', '2025-11-17']"
Hakeem Abdul Hameed Centenary Hospital Blood Bank,28.513711,77.251861,6,1,4,1,1,2,1,4,"['2025-11-06', '2025-11-23']"
Apollo Hospital Blood Bank,28.540647,77.283445,6,5,1,3,6,4,2,4,"['2025-10-25', '2025-11-23']"
Armed Forces Transfusion Centre Blood Bank,28.596425,77.117561,2,3,3,6,6,6,2,5,"['2025-11-01', '2025-11-12']"
Fortis Flt. Lt. Rajan Dhall Hospital Blood Bank,28.519397,77.160438,5,5,6,5,2,3,2,5,"['2025-11-05', '2025-11-10']"
Institute of Liver and Biliary Sciences Blood Bank,28.506259,77.165051,6,5,6,3,4,5,2,4,"['2025-10-29', '2025-11-23']"
Mata Chanan Devi Hospital Blood Bank,28.618861,77.078382,1,3,6,2,3,4,4,2,"['2025-10-25', '2025-11-23']"
Bhagat Chandra Hospital Blood Bank,28.593451,77.081221,3,1,5,5,2,3,4,6,"['2025-11-01', '2025-11-12']"
Indian Spinal Injuries Centre Blood Bank,28.532663,77.141765,5,6,6,6,2,1,5,3,"['2025-11-03', '2025-11-21']"
Bensups Hospital Blood Bank,28.592838,77.044191,2,5,5,5,2,6,3,3,"['2025-10-28', '2025-11-17']"
Blood Bank Organisation,28.642777,77.18156,5,3,2,1,2,6,1,6,"['2025-11-03', '2025-11-19']"
E. S. I. Hospital Blood Bank,28.657697,77.13012,5,3,3,1,3,1,2,2,"['2025-11-05', '2025-11-22']"
Maharaja Agrasen Hospital Blood Bank,28.67408,77.134063,4,4,3,2,6,1,4,2,"['2025-11-05', '2025-11-22']"
Sri Balaji Action Medical Institute Blood Bank,28.673738,77.110226,4,3,1,5,1,3,3,2,"['2025-11-07', '2025-11-12']"
Dr. B. L. Kapoor Memorial Hospital Blood Bank,28.643642,77.179979,5,6,2,2,5,3,3,3,"['2025-11-02', '2025-11-22']"
Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center (SRCNC) Blood Bank,28.657823,77.142691,4,5,3,5,1,4,4,4,"['2025-11-03', '2025-11-22']"
